Ce este stabilitatea ?,,proprietatea navei de a pluti în condiţii normale,0,proprietatea navei de a se opune acţiunii forţelor exterioare care tind să o încline şi de a reveni la poziţia iniţială,1,proprietatea navei de a se mişca cu o viteză determinată,0
Ce este manevrabilitatea ?,,proprietatea navei de a-şi păstra sau de a-şi schimba direcţia mişcării,1,proprietatea navei de a se mişca cu o viteză determinată,0,proprietatea navei de a pluti în condiţii normale,0
Ce este giraţia ?,,proprietatea navei de a se mişca cu o viteză determinată,0,proprietatea navei de a-şi schimba direcţia mişcării,1,proprietatea navei de a-şi păstra direcţia mişcării,0
Ce este stabilitatea de drum ?,,proprietatea navei de a se mişca cu o viteză determinată,0,proprietatea navei de a-şi schimba direcţia mişcării,0,proprietatea navei de a-şi păstra direcţia mişcării,1
Ce este nescufundabilitatea ?,,proprietatea navei de a pluti în condiţii normale,0,proprietatea navei de a-şi păstra flotabilitatea şi stabilitatea în cazul inundării unui compartiment,1,proprietatea navei de a-şi păstra sau de a-şi schimba direcţia mişcării,0
Ce este deplasarea ?,,proprietatea navei de a se mişca cu o viteză determinată,1,proprietatea navei de a-şi schimba direcţia mişcării,0,proprietatea navei de a-şi păstra direcţia mişcării,0
Ce este capacitatea de încărcare (deadweight) ?,,greutatea mărfii transportate,0,greutatea totală ambarcată pe o navă,1,"greutatea rezervelor de combustibil, de alimente şi piese de schimb",0
În ce se măsoară viteza de marş la navele fluviale ?,,în Newton (N),0,în noduri (Nd),0,în kilometri / oră (km/h),1
În ce se măsoară viteza de marş la navele maritime ?,,în Newton (N),0,în noduri (Nd),1,în kilometri / oră (km/h),0
Ce este deplasamentul navei ?,,greutatea totală a navei încărcate,1,greutatea navei goale,0,greutatea mărfii transportate,0
Ce este suprastructura ?,,"o construcţie situată deasupra punţii principale, care nu se întinde pe toată lăţimea navei",0,"o construcţie situată deasupra punţii principale, care se întinde pe toată lăţimea navei",1,o construcţie situată pe puntea dublului fund,0
Ce este ruful ?,,"o construcţie situată deasupra punţii principale, care nu se întinde pe toată lăţimea navei",1,"o construcţie situată deasupra punţii principale, care se întinde pe toată lăţimea navei",0,o construcţie situată pe puntea dublului fund,0
Ce se înscrie în certificatul de tonaj ?,,deplasamentul navei,0,pescajul navei,0,tonajul brut şi tonajul net,1
În ce se măsoară tonajul brut ?,,în tone registru,1,în tone,0,în kilonewton,0
În ce se măsoară tonajul net ?,,în tone,0,în tone registru,1,în kilonewton,0
Ce este tonajul brut ?,,greutatea navei încărcate cu marfă,0,volumul tuturor compartimentelor închise destinate transportului mărfurilor,0,"volumul tuturor compartimenetelor interioare închise ale navei, inclusiv suprastructurile",1
Ce este tonajul net ?,,"volumul tuturor compartimentelor interioare închise ale navei, inclusiv suprastructurile ",0,greutatea navei goale,0,volumul tuturor compartimentelor închise destinate transportului mărfurilor,1
Unde se află etrava ?,,la pupa navei,0,la prova navei,1,la mijlocul navei,0
Unde se află etamboul ?,,la pupa navei,1,la prova navei,0,la mijlocul navei,0
Ce rol are selatura punţii ?,,de a menţine nava pe chilă dreaptă,0,de a asigura scurgerea rapidă a apei de pe punţi,1,de a închide nava în dreptul punţii,0
"Ce se înţelege prin ""apendici"" ai corpului navei ?",,elemente din structura internă a navei,0,elemente constructive de osatură,0,elemente constructive şi funcţionale care ies în afara corpului navei în partea imensă,1
Care sunt apendicii navei ?,,"elicea, cârma, chilele de ruliu, cavaleţii",1,"parapet, balustrade, brâu",0,"ferestre, hublouri, uşi metalice",0
Unde sunt amplasate chilele de ruliu ?,,pe fundul navei,0,pe puntea principală,0,"pe borduri, în zona gurnei",1
"Cum se deschid uşile metalice, întotdeauna ?",,către interior,0,către exterior,1,către interior şi exterior,0
Ce sunt manevrele fixe ?,,posibilităţi de mişcare a parâmelor,0,"parâme metalice, pentru menţinerea pe poziţie a catargelor",1,totalitatea catargelor unei nave,0
Ce sunt manevrele mobile ?,,parâme pentru legarea şi manevrarea velelor şi a vergelelor,1,"parâme metalice, pentru menţinerea pe poziţie a catargelor",0,posibilităţi de mişcare a parâmelor,0
Ce este greementul navei ?,,totalitatea catargelor unei nave,0,"parâme metalice, pentru menţinerea pe poziţie a catargelor",0,totalitatea manevrelor fixe şi a celor mobile,1
Unde sunt amplasate varangele ?,,pe puntea navei,0,pe fundul navei,1,pe bordul navei,0
Unde sunt amplasaţi stringherii ?,,pe fundul navei,0,pe puntea navei,0,pe bordul navei,1
Unde sunt ampasate coastele ?,,pe bordul navei,1,pe puntea navei,0,pe fundul navei,0
Unde sunt amplasate carlingile ?,,pe bordul navei,0,pe puntea navei,0,pe fundul navei,1
"Care sunt grinzile de direcţie principală, la sistemul transversal de osatură, pe punte ?",,curenţii de punte,0,traversele de punte,1,guseele,0
"Care sunt grinzile de direcţie principală, la sistemul trasversal de osatură, pe bord ?",,coastele,1,stringherii,0,varangele,0
"Care sunt grinzile de direcţie principală, la sistemul trasversal de osatură, pe fund ?",,carlingile,0,pontilii,0,varangele,1
"Care sunt grinzile de încrucişare, la sistemul traversal de osatură, pe punte ?",,curenţii de punte,1,traversele de punte,0,varangele,0
"Care sunt grinzile de încrucişare, la sistemul traversal de osatură, pe bord ?",,coastele,0,guseele,0,stringherii,1
"Care sunt grinzile de încrucişare, la sistemul traversal de osatură, pe fund ?",,varangele,0,carlingile,1,guseele,0
"Care sunt grinzile de direcţie principală, la sistemul longitudinal de osatură, pe punte ?",,traversele,0,longitudinalele,1,varangele,0
"Care sunt grinzile de direcţie principală, la sistemul longitudinal de osatură, pe bord ?",,stringherii,1,coastele,0,varangele,0
"Care sunt grinzile de direcţie principală, la sistemul longitudinal de osatură, pe fund ?",,varangele,0,carlingile,1,longitudinalele,0
"Care sunt grinzile de încrucişare, la sistemul longitudinal de osatură, pe punte ?",,curenţii,0,traversele,1,pontilii,0
"Care sunt grinzile de încrucişare, la sistemul longitudinal de oasatură, pe bord ?",,stringherii,0,coastele întărite,1,coastele simple,0
"Care sunt grinzile de încrucişare, la sistemul longitudinal de osatură, pe fund ?",,varangele,1,carlingile,0,longitudinalele,0
Unde se află gurna ?,,pe fundul navei,0,între fundul navei şi bordul navei,1,pe bordaj,0
"Ce rol are elicea, la o navă ?",,de a asigura posibilitatea mişcării după o traiectorie stabilită şi de a modifica comandat direcţia de deplasare,0,de a susţine arborii portelice situaţi în afara planului diametral,0,"de a deplasa nava, cu ajutorul forţei de propulsie",1
"Ce rol are cârma, la o navă ?",,de a asigura posibilitatea mişcării după o traiectorie stabilită şi de a modifica comandat direcţia de deplasare,1,de a susţine arborii portelice situaţi în afara planului diametral,0,"de a deplasa nava, cu ajutorul forţei de propulsie",0
"Ce rol are tubul etambou, la o navă ?",,de a asigura posibilitatea mişcării după o traiectorie stabilită şi de a modifica comandat direcţia de deplasare,0,de a susţine arborii portelice situaţi în afara planului diametral,1,"de a deplasa nava, cu ajutorul forţei de propulsie",0
Ce este lungimea maximă ?,,"distanţa măsurată în planul diametral, pe plutirea de plină încărcare, între punctele de intersecţie ale acestei plutiri cu linia etamboului şi linia etravei",0,"distanţa măsurată în planul diametral, pe plutirea de plină încărcare, între punctele de intersecţie ale acestei plutiri cu axul cîrmei şi linia etravei",0,"distanţa măsurată în planul diametral, după o direcţie orizontală, între punctele extreme pupa şi prova ale navei",1
Ce este lungimea între perpendiculare ?,,"distanţa măsurată în planul diametral, pe plutirea de plină încărcare, între punctele de intersecţie ale acestei plutiri cu linia etamboului şi linia etravei",0,"distanţa măsurată în planul diametral, pe plutirea de plină încărcare, între punctele de intersecţie ale acestei plutiri cu axul cîrmei şi linia etravei",1,"distanţa măsurată în planul diametral, după o direcţie orizontală, între punctele extreme pupa şi prova ale navei",0
Ce este lungimea pe plutirea de plină încărcare ?,,"distanţa măsurată în planul diametral, pe plutirea de plină încărcare, între punctele de intersecţie ale acestei plutiri cu linia etamboului şi linia etravei",1,"distanţa măsurată în planul diametral, pe plutirea de plină încărcare, între punctele de intersecţie ale acestei plutiri cu axul cîrmei şi linia etravei",0,"distanţa măsurată în planul diametral, după o direcţie orizontală, între punctele extreme pupa şi prova ale navei",0
Ce este pescajul navei ?,,"distanţa măsurată după o direcţie verticală, între planul de bază şi punctul de intersecţie al liniei punţii cu linia bordului în planul cuplului maestru",0,"distanţa măsurată după o direcţie verticală, între planul plutirii şi punctul de intersecţie al liniei punţii cu linia bordului, în planul cuplului maestru",0,"distanţa măsurată în planul cuplului maestru, între planul de bază şi planul plutirii",1
Ce este înălţimea de construcţie a navei ?,,"distanţa măsurată după o direcţie verticală, între planul de bază şi punctul de intersecţie al liniei punţii cu linia bordului în planul cuplului maestru",1,"distanţa măsurată după o direcţie verticală, între planul plutirii şi punctul de intersecţie al liniei punţii cu linia bordului, în planul cuplului maestru",0,"distanţa măsurată în planul cuplului maestru, între planul de bază şi planul plutirii",0
Ce este înălţimea bordului liber al navei ?,,"distanţa măsurată după o direcţie verticală, între planul de bază şi punctul de intersecţie al liniei punţii cu linia bordului în planul cuplului maestru",0,"distanţa măsurată după o direcţie verticală, între planul plutirii şi punctul de intersecţie al liniei punţii cu linia bordului, în planul cuplului maestru",1,"distanţa măsurată în planul cuplului maestru, între planul de bază şi planul plutirii",0
Unde este amplasat picul prova ?,,între etambou şi ultimul perete transversal etanş,0,între învelişul exterior al fundului şi puntea dublului fund,0,între etravă şi primul perete transversal etanş,1
Unde este amplasat picul pupa ?,,între învelişul exterior al fundului şi puntea dublului fund,0,între etambou şi ultimul perete transversal etanş,1,între compartimenul maşini şi magazia de marfă,0
Unde este amplasat coferdamul ?,,între compartimentul maşini şi magazia de marfă,1,între învelişul exterior al fundului şi puntea dublului fund,0,între etravă şi primul perete trasversal etanş,0
Ce sunt sarturile ?,,"manevrele fixe ale navei, care susţin catargul longitudinal, înspre prova",0,"manevrele fixe ale navei, care susţin catargul în lateral (în borduri)",1,"manevrele fixe ale navei, care susţin catargul înspre pupa şi în lateral",0
Ce sunt sarturile ?,,"manevrele fixe ale navei, care susţin catargul longitudinal, înspre prova",1,"manevrele fixe ale navei, care susţin catargul în lateral",0,"manevrele fixe ala navei, care susţin catargul înspre pupa",0
Ce sunt pataraţinele ?,,"manevrele fixe ale navei, care susţin catargul înspre prova, longitudinal",0,"manevrele fixe ale navei, care susţin catargul în borduri",0,"manervele fixe ale navei, care susţin catargul în lateral şi înspre pupa",1
Ce este osatura ?,,"structura de rezistenţă formată dintr-o placă dreaptă sau curbă rezemată, întărită cu bare şi elemente de legătură",0,"o reţea spaţială de bare drepte şi curbe, îmbinate între ele, care determină şi menţine formele geometrice ale corpului navei",1,totalitatea planşeelor din interiorul corpului navei,0
Ce este planşeul ?,,"structura de rezistenţă formată dintr-o placă dreaptă sau curbă rezemată, întărită cu bare şi elemente de legătură",1,"o reţea spaţială de bare drepte şi curbe, îmbinate între ele, care determină şi menţine formele geometrice ale corpului navei",0,totalitatea planşeelor din interiorul corpului navei,0
Ce sunt construcţiile de rigidizare ?,,"structura de rezistenţă formată dintr-o placă dreaptă sau curbă rezemată, întărită cu bare şi elemente de legătură",0,"o reţea spaţială de bare drepte şi curbe, îmbinate între ele, care determină şi menţine formele geometrice ale corpului navei",0,totalitatea planşeelor din interiorul corpului navei,1
Greementul reprezintă :,,"totalitatea pieselor confecţionate din lemn sau din metal şi care se numesc : catarge, arbori, ghiu, bompres",0,"totalitatea manevrelor fixe şi curente de la bord, folosite pentru fixarea arborilor, susţinerea şi manevra vergilor şi a velelor",1,"un stâlp vertical, aşezat în planul diametral al navei şi fixat de osatura de rezistenţă a navei",0
Arborada reprezintă :,,"totalitatea pieselor confecţionate din lemn sau din metal şi care se numesc : catarge, arbori, ghiu, bompres",1,"totalitatea manevrelor fixe şi curente de la bord, folosite pentru fixarea arborilor, susţinerea şi manevra vergilor şi a velelor",0,"un stâlp vertical, aşezat în planul diametral al navei şi fixat de osatura de rezistenţă a navei",0
Ce este un catarg ?,,"totalitatea pieselor confecţionate din lemn sau din metal şi care se numesc : catarge, arbori, ghiu, bompres",0,"totalitatea manevrelor fixe şi curente de la bord, folosite pentru fixarea arborilor, susţinerea şi manevra vergilor şi a velelor",0,"un stâlp vertical, aşezat în planul diametral al navei şi fixat de osatura de rezistenţă a navei",1
Caargul face parte din :,,greementul navei,0,arborada navei,1,instalaţia de încărcare-descărcare a navei,0
Părţile componente ale unui catarg sunt :,,"călcâi, picior şi gabie",0,"coloana, gabierul, arboretul",1,butuc şi crucetă,0
Care este partea inferioară a unui catarg ?,,gabierul,0,coloana,1,arboretul,0
Care este parte superioară a unui catarg ?,,gabierul,0,coloana,0,arboretul,1
Care este partea de mijloc a unui catarg ?,,gabierul,1,coloana,0,arboretul,0
"Cum se numeşte vârful catargului, în limbaj marinăresc ?",,butuc,0,măr,1,gabie,0
Arboretul este partea superioară a catargului ?,,nu,0,da,1,nu face parte din catarg,0
Gabierul este partea de mijloc a unui catarg ?,,nu,0,da,1,nu face parte din catarg,0
Coloana este partea inferioară a catargului ?,,da,1,nu,0,nu face parte din catarg,0
Ce este gabia ?,,platforma coloanei catargului,1,platforma gabierului catargului,0,o manevră mobilă,0
Ce este cruceta ?,,platforma coloanei catargului,0,paltforma gabierului catergului,1,o manevră mobilă,0
Unde sunt fixate antenele radio şi de radiolocaţie ?,,pe sarturi,0,pe catarge,1,pe pataraţine,0
Pe o navă pot exista mai multe catarge pentru montarea luminilor de semnalizare ?,,nu,0,nu se montează pe catarge,0,da,1
"Cum se mai numeşte catargul prova, la navele moderne ?",,arborele mare,0,trinchet,1,capelatura,0
"Cum se mai numeşte catargul pupa, la navele moderne ?",,arborele mare,1,trinchet,0,capelatura,0
Ce reprezintă manevrele fixe ?,,toate operaţiunile ce se fac la bord pentru acostarea navei,0,toate parâmele metalice sau vegetale fixate permanent cu un capăt de arboradă şi cu celălalt capăt de corpul navei,1,"toate parâmele mobile, cu ajutorul cărora se manevrează vergile, velele, bărcile şi diferite greutăţi la bord",0
Ce reprezintă manevrele mobile ?,,toate operaţiunile ce se fac la bord pentru acostarea navei,0,toate parâmele metalice sau vegetale fixate permanent cu un capăt de arboradă şi cu celălalt capăt de corpul navei,0,"toate parâmele mobile, cu ajutorul cărora se manevrează vergile, velele, bărcile şi diferite greutăţi la bord",1
Ce este capelatura navei ?,,o manevră fixă de la bordul navei,0,o manevră mobilă de la bordul navei,0,locul unde manevrele fixe se fixează pe arbori şi accesoriile necesare legării,1
Sarturile navei susţin arborii în plan longitudinal ?,,da,0,nu susţin arborii,0,nu,1
Straiurile navei susţin arborii în plan longitudinal ?,,da,1,nu susţin arborii,0,nu,0
Pataraţinele navei susţin arborii înspre prova ?,,da,0,nu susţin arborii,0,nu,1
"Cum se numeşte arborele înclinat fixat în prova navei, care se întâlneşte la navele cu vele ?",,trinchet,0,bompres,1,artimon,0
Care sunt manevrele curente de la bordul navelor ?,,"straiurile, sarturile, pataraţinele",0,"acostarea, legarea şi descărcarea mărfurilor",0,"fungile, braţele, scotele",1
Ce sunt murele ?,,manevre fixe,0,manevre curente,1,catarge tripod,0
Ce este verga ?,,un catarg simplu,0,"o traversă orizontală, încrucişată pe catarg",1,o manevră curentă,0
Ce sunt ambarcaţiunile ?,,nave de transport pasageri,0,"nave mici şi foarte mici, care se deplasează pe apă cu propulsie proprie",1,"nave mici şi foarte mici, care se deplasează pe apă cu ajutorul altor nave",0
Ambarcaţiunile pot avea propulsie cu rame şi vele ?,,da,1,nu,0,ambarcaţiunile nu au propulsie proprie,0
Cum se poate ţine legătura între nave ?,,nu se poate ţine,0,cu ajutorul parâmelor,0,cu ajutorul ambarcaţiunilor,1
Cum se poate ţine legătura între navele aflate la ancoră şi mal ?,,nu se poate ţine,0,cu ajutorul parâmelor,0,cu ajutorul ambarcaţiunilor,1
Cum se realizează transportul personalului la navă ?,,cu ajutorul altei nave de aceleaşi dimensiuni,0,cu ajutorul ambarcaţiunilor,1,cu ajutorul parâmelor,0
Care dinte enunţurile de mai jos este adevărat ?,,"cu ajutorul ambarcaţiunilor se face transportul provizilor, materialelor şi pieselor de schimb de la navă",1,"cu ajutorul ambarcaţiunilor nu se poate face transportul proviziilor, materialelor şi pieselor de schimb de la navă",0,cu ajutorul ambarcaţiunilor nu se poate face transportul personalului la navă,0
Care dintre enunţurile de mai jos este adevărat ?,,cu ajutorul ambarcaţiunilor nu se poate face transportul personalului la navă,0,cu ajutorul ambarcaţiunilor se face transportul personalului la navă,1,cu ajutorul ambarcaţiunilor nu se poate face transportul furtunelor de alimentare cu apă de la o navă la alta,0
Care dintre enunţurile de mai jos este adevărat ?,,cu ajutorul ambarcaţiunilor se face transportul furtunelor de alimentare cu apă de la o navă la alta,1,cu ajutorul ambarcaţiunilor nu se poate face transportul furtunelor de alimentare cu apă de la o navă la alta,0,cu ajutorul ambarcaţiunilor nu se poate face piturarea bordajului în exterior,0
Care dintre enunţurile de mai jos este adevărat ?,,cu ajutorul ambarcaţiunilor nu se poate face piturarea bordajului în exterior,0,cu ajutorul ambarcaţiunilor se face piturarea bordajului în exterior,1,cu ajutorul ambarcaţiunilor nu se poate face transportul personalului la navă,0
Cum se clasifică bărcile după felul propulsiei ?,,"cu rame, vele, motor",1,cu propulsie proprie şi fără propulsie proprie,0,cu prova ascuţită şi cu prova dreaptă,0
Cum se clasifică bărcile după numărul de rame ?,,cu rame şi cu vele,0,"10+1, 8+1, 2 sau 4 rame",1,"7+1, 3+1, 5+1",0
Cum se numeşte structura de rezistenţă a bărcii ?,,bordajul bărcii,0,etrava bărcii,0,osatura bărcii,1
Cum se numesc coastele la bărci ?,,file,0,crevace,1,osaturi,0
Ce se află pe fundul bărcii ?,,gurna,0,1-2 orificii închise cu dopuri filetate din bronz sau aluminiu,1,copastia,0
La ce servesc orificiile de pe fundul unei bărci ?,,la scoaterea prin ele a unui capăt de parâmă subţire,0,la evacuarea apei din barcă,1,la introducerea prin ele a unui şurub de fund,0
Cum sunt dispuse bancurile într-o barcă ?,,longitudinal,0,suprapus,0,transversal,1
Cum sunt dispuse banchetele într-o barcă ?,,longitudinal,1,suprapus,0,transversal,0
La ce folosesc bancurile ?,,pe ele stau persoanele transportate în barcă,0,pe ele stau marinarii când trag la rame,1,pe ele stau proviziile din barcă,0
La ce folosesc banchetele ?,,pe ele stau persoanele transportate în barcă,1,pe ele stau marinarii când trag la rame,0,pe ele stau proviziile din barcă,0
Unde stau persoanele transportate în barcă ?,,în spatele bărcii,0,în camera bărcii,1,în prova bărcii,0
Unde se află puntirile bărcii ?,,în prova şi în pupa,1,la mijlocul bărcii,0,pe fundul bărcii,0
"Saula ""ţin-te bine"" se întâlneşte la :",,bărcile de serviciu,0,bărcile de salvare,1,bărcile de serviciu şi bărcile de salvare,0
În categoria accesoriilor unei bărci intră :,,ramele,1,maţagonul,0,perii de sârmă,0
În categoria accesoriilor unei bărci intră :,,paietul,0,ancora,1,banchetele,0
În categoria accesoriilor unei bărci intră :,,bancurile,0,cârma cu echea,1,puntirile,0
În categoria accesoriilor unei bărci intră :,,"saula ""ţin-te bine""",0,copastia,0,apărătoarele,1
Unde se fixează cîrma unei bărci ?,,în prova,0,în pupa,1,în tribord,0
"În categoria obiectelor de armament destinate pentru navigaţie şi semnalizare din inventarul bărcii, intră şi :",,ghiordelul,0,cuţit de gabier,0,compasul de barcă,1
"În categoria obiectelor de armament destinate pentru navigaţie şi semnalizare din inventarul bărcii, intră şi :",,pistolul de semnalizare,1,butoiaş cu apă potabilă,0,ispol,0
"În categoria obiectelor de armament destinate pentru navigaţie şi semnalizare din inventarul bărcii, intră şi :",,colacii de salvare,0,pavilioanele de semnalizare cu braţele,1,veste de salvare,0
"În categoria obiectelor de armament destinate pentru navigaţie şi semnalizare din inventarul bărcii, intră şi :",,bastonul de pavilion cu pavilionul,1,ciocanul,0,ghiordelul,0
"În categoria obiectelor de armament destinate pentru vitalitatea bărcii, intră şi :",,butoiaş cu apă potabilă,0,ghiordelul,1,veste de salvare,0
"În categoria obiectelor de armament destinate pentru vitalitatea bărcii, intră şi :",,pavilioane de semnalizare cu braţele,0,ispolul,1,ciocanul,0
"În categoria obiectelor de armament destinate pentru vitalitatea bărcii, intră şi :",,dopuri de lemn,1,bastonul de pavilion cu pavilionul,0,centuri de salvare,0
"În categoria obiectelor de armament destinate pentru vitalitatea bărcii, intră şi :",,trusa cu medicamente,0,"pene, cuie, câlţi",1,compasul de barcă,0
"În categoria obiectelor de armament destinate pentru vitalitatea bărcii, intră şi :",,trusa cu medicamente,1,trusa cu scule de marangozerie,0,felinar de vânt,0
"În categoria obiectelor de armament destinate pentru salvare, în inventarul bărcii intră şi :",,trusa cu medicamente,1,trusa cu scule de marangozerie,0,felinar de vânt,0
"În categoria obiectelor de armament destinate pentru salvare, în inventarul bărcii intră şi :",,trusa cu scule de marangozerie,0,veste de salvare,1,ispolul,0
"În categoria obiectelor de armament destinate pentru salvare, în inventarul bărcii intră şi :",,pistolul de semnalizare,0,butoiaş cu apă potabilă,1,ispol,0
"În categoria obiectelor de armament destinate pentru salvare, în inventarul bărcii intră şi :",,colaci de salvare,1,ghiordelul,0,compasul de barcă,0
Ce este ghiordelul ?,,un făraş îngust cu marginile înalte pentru scos apa afară din barcă,0,o găleată de lemn sau din pânză impermeabilă,1,un element component al bărcii,0
Ce este ispolul ?,,un făraş îngust cu marginile înalte pentru scos apa afară din barcă,1,o găleată de lemn sau din pânză impermeabilă,0,un element component al bărcii,0
Ce sunt barbetele ?,,găleţi din lemn sau din pânză impermeabilă,0,"capete de parâmă fixate la prova şi la pupa, ce servesc ca parâme de legare a bărcii",1,"piese demontabile, care se fixează în pupa bărcii cu ajutorul balamalelor",0
Ce este cangea unei bărci ?,,"o prăjină de lemn, ce are la unul din capete o armătură din fier, terminată cu un cârlig",1,"piesă demontabilă, care se fixează în pupa bărcii cu ajutorul balamalelor",0,un făraş îngust cu marginile înalte pentru scos apa afară din barcă,0
În ce constă sistemul suprapus de construcţie a bărcilor ?,,fixarea filelor de bordaj lipite una lângă alta,0,fixarea filelor de bordaj cu marginile suprapuse una peste alta,1,fixarea filelor de bordaj în diagonală faţă de chilă,0
În ce constă sistemul latin de construcţie a bărcilor ?,,fixarea filelor de bordaj lipite una lângă alta,1,fixarea filelor de bordaj cu marginile suprapuse una peste alta,0,fixarea filelor de bordaj în diagonală faţă de chilă,0
În ce constă sistemul diagonal de construcţie a bărcilor ?,,fixarea filelor de bordaj lipite una lângă alta,0,fixarea filelor de bordaj cu marginile suprapuse una peste alta,0,fixarea filelor de bordaj în diagonală faţă de chilă,1
Cum se numesc bărcile care au prova şi pupa ascuţite ?,,iole,0,baleniere,1,cuter,0
Barca de serviciu se foloseşte la :,,operaţiunile de salvare,0,executarea diferitelor servicii în rade şi porturi,1,nu există barcă de serviciu,0
Ce sunt cavaleţii ?,,elemente componente ale bărcii de salvare,0,elemente componente ale bărcii de serviciu,0,suporţi din metal sau din lemn pe care se amplasează bărcile,1
Navele de croazieră sunt nave :,,cu destinaţie specială,0,pasagere,1,tehnice,0
Navele de transbordare sunt nave :,,pasagere,1,sportive,0,de transport mărfuri,0
În categoria navelor pasagere intră :,,"navele de agrement, sportive, tehnice",0,"nave de papionaj, de tracţiune, de buncheraj",0,nave de croazieră şi de transbordare,1
Cargourile sunt nave :,,piscicole,0,de transport mărfuri generale,1,de servitute,0
Navele mineraliere sunt nave :,,tip container,0,cu destinaţie specială,0,tip vrachier,1
Navele cerealiere sunt nave :,,tip container,0,cu destinaţie specială,0,tip vrachier,1
Navele pentru transport mărfuri lichide sunt :,,containerele şi frigorificele,0,petroliere şi gaze lichefiate,1,hidrografice şi pentru stins incendii,0
"În categoria navelor cu destinaţie specială, intră :",,"remorchere, împingătoare, pilotine",0,sportive şi de agrement,0,"hidrografice, de cercetare, nave şcoală, debarcadere",1
Sunt nave tehnice :,,drăgi şi şalande,1,containere şi frigorifice,0,de prelucrare şi transport a peştelui,0
